date,metric,category,geography,unit,series_type,value
2012-08-01,Household spending - Percentage change from previous period,Food,South Australia,Percent,Seasonally Adjusted,0.4
2012-08-01,Household spending,Furnishings and household equipment,South Australia,$ Millions,Seasonally Adjusted,209.8
2012-08-01,Household spending - Percentage change from previous period,Furnishings and household equipment,South Australia,Percent,Seasonally Adjusted,1.7
2012-08-01,Household spending,Goods,South Australia,$ Millions,Seasonally Adjusted,1713.8
2012-08-01,Household spending - Percentage change from previous period,Goods,South Australia,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,Health,South Australia,$ Millions,Seasonally Adjusted,281.3
2012-08-01,Household spending - Percentage change from previous period,Health,South Australia,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,"Hotels, cafes and restaurants",South Australia,$ Millions,Seasonally Adjusted,351.0
2012-08-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",South Australia,Percent,Seasonally Adjusted,6.6
2012-08-01,Household spending,Miscellaneous goods and services,South Australia,$ Millions,Seasonally Adjusted,276.6
2012-08-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,South Australia,Percent,Seasonally Adjusted,0.0
2012-08-01,Household spending,Non Discretionary,South Australia,$ Millions,Seasonally Adjusted,1065.3
2012-08-01,Household spending - Percentage change from previous period,Non Discretionary,South Australia,Percent,Seasonally Adjusted,0.7
2012-08-01,Household spending,Recreation and culture,South Australia,$ Millions,Seasonally Adjusted,491.1
2012-08-01,Household spending - Percentage change from previous period,Recreation and culture,South Australia,Percent,Seasonally Adjusted,0.2
2012-08-01,Household spending,Services,South Australia,$ Millions,Seasonally Adjusted,1224.6
2012-08-01,Household spending - Percentage change from previous period,Services,South Australia,Percent,Seasonally Adjusted,1.9
2012-08-01,Household spending,Total (Household Spending Categories),South Australia,$ Millions,Seasonally Adjusted,2938.5
2012-08-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),South Australia,Percent,Seasonally Adjusted,1.4
2012-08-01,Household spending,Transport,South Australia,$ Millions,Seasonally Adjusted,473.4
2012-08-01,Household spending - Percentage change from previous period,Transport,South Australia,Percent,Seasonally Adjusted,1.7
2012-08-01,Household spending,Alcoholic beverages and tobacco,Tasmania,$ Millions,Seasonally Adjusted,63.9
2012-08-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Tasmania,Percent,Seasonally Adjusted,0.0
2012-08-01,Household spending,Clothing and footwear,Tasmania,$ Millions,Seasonally Adjusted,41.6
2012-08-01,Household spending - Percentage change from previous period,Clothing and footwear,Tasmania,Percent,Seasonally Adjusted,4.9
2012-08-01,Household spending,Discretionary,Tasmania,$ Millions,Seasonally Adjusted,565.5
2012-08-01,Household spending - Percentage change from previous period,Discretionary,Tasmania,Percent,Seasonally Adjusted,2.1
2012-08-01,Household spending,Food,Tasmania,$ Millions,Seasonally Adjusted,133.1
2012-08-01,Household spending - Percentage change from previous period,Food,Tasmania,Percent,Seasonally Adjusted,-0.5
2012-08-01,Household spending,Furnishings and household equipment,Tasmania,$ Millions,Seasonally Adjusted,60.6
2012-08-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Tasmania,Percent,Seasonally Adjusted,1.5
2012-08-01,Household spending,Goods,Tasmania,$ Millions,Seasonally Adjusted,527.7
2012-08-01,Household spending - Percentage change from previous period,Goods,Tasmania,Percent,Seasonally Adjusted,0.8
2012-08-01,Household spending,Health,Tasmania,$ Millions,Seasonally Adjusted,111.0
2012-08-01,Household spending - Percentage change from previous period,Health,Tasmania,Percent,Seasonally Adjusted,-1.6
2012-08-01,Household spending,"Hotels, cafes and restaurants",Tasmania,$ Millions,Seasonally Adjusted,124.9
2012-08-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Tasmania,Percent,Seasonally Adjusted,7.4
2012-08-01,Household spending,Miscellaneous goods and services,Tasmania,$ Millions,Seasonally Adjusted,93.7
2012-08-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Tasmania,Percent,Seasonally Adjusted,0.7
2012-08-01,Household spending,Non Discretionary,Tasmania,$ Millions,Seasonally Adjusted,350.1
2012-08-01,Household spending - Percentage change from previous period,Non Discretionary,Tasmania,Percent,Seasonally Adjusted,-0.3
2012-08-01,Household spending,Recreation and culture,Tasmania,$ Millions,Seasonally Adjusted,115.1
2012-08-01,Household spending - Percentage change from previous period,Recreation and culture,Tasmania,Percent,Seasonally Adjusted,-1.8
2012-08-01,Household spending,Services,Tasmania,$ Millions,Seasonally Adjusted,387.9
2012-08-01,Household spending - Percentage change from previous period,Services,Tasmania,Percent,Seasonally Adjusted,1.6
2012-08-01,Household spending,Total (Household Spending Categories),Tasmania,$ Millions,Seasonally Adjusted,915.6
2012-08-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Tasmania,Percent,Seasonally Adjusted,1.2
2012-08-01,Household spending,Transport,Tasmania,$ Millions,Seasonally Adjusted,171.7
2012-08-01,Household spending - Percentage change from previous period,Transport,Tasmania,Percent,Seasonally Adjusted,1.7
2012-08-01,Household spending,Alcoholic beverages and tobacco,Victoria,$ Millions,Seasonally Adjusted,592.5
2012-08-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Victoria,Percent,Seasonally Adjusted,0.5
2012-08-01,Household spending,Clothing and footwear,Victoria,$ Millions,Seasonally Adjusted,706.1
2012-08-01,Household spending - Percentage change from previous period,Clothing and footwear,Victoria,Percent,Seasonally Adjusted,-0.9
2012-08-01,Household spending,Discretionary,Victoria,$ Millions,Seasonally Adjusted,7106.0
2012-08-01,Household spending - Percentage change from previous period,Discretionary,Victoria,Percent,Seasonally Adjusted,1.2
2012-08-01,Household spending,Food,Victoria,$ Millions,Seasonally Adjusted,1634.2
2012-08-01,Household spending - Percentage change from previous period,Food,Victoria,Percent,Seasonally Adjusted,0.2
2012-08-01,Household spending,Furnishings and household equipment,Victoria,$ Millions,Seasonally Adjusted,831.6
2012-08-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Victoria,Percent,Seasonally Adjusted,-1.3
2012-08-01,Household spending,Goods,Victoria,$ Millions,Seasonally Adjusted,6381.4
2012-08-01,Household spending - Percentage change from previous period,Goods,Victoria,Percent,Seasonally Adjusted,0.5
2012-08-01,Household spending,Health,Victoria,$ Millions,Seasonally Adjusted,1122.4
2012-08-01,Household spending - Percentage change from previous period,Health,Victoria,Percent,Seasonally Adjusted,0.6
2012-08-01,Household spending,"Hotels, cafes and restaurants",Victoria,$ Millions,Seasonally Adjusted,970.3
2012-08-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Victoria,Percent,Seasonally Adjusted,8.0
2012-08-01,Household spending,Miscellaneous goods and services,Victoria,$ Millions,Seasonally Adjusted,997.3
2012-08-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Victoria,Percent,Seasonally Adjusted,-1.6
2012-08-01,Household spending,Non Discretionary,Victoria,$ Millions,Seasonally Adjusted,3939.0
2012-08-01,Household spending - Percentage change from previous period,Non Discretionary,Victoria,Percent,Seasonally Adjusted,0.8
2012-08-01,Household spending,Recreation and culture,Victoria,$ Millions,Seasonally Adjusted,2098.3
2012-08-01,Household spending - Percentage change from previous period,Recreation and culture,Victoria,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,Services,Victoria,$ Millions,Seasonally Adjusted,4663.6
2012-08-01,Household spending - Percentage change from previous period,Services,Victoria,Percent,Seasonally Adjusted,2.0
2012-08-01,Household spending,Total (Household Spending Categories),Victoria,$ Millions,Seasonally Adjusted,11045.0
2012-08-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Victoria,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,Transport,Victoria,$ Millions,Seasonally Adjusted,2092.4
2012-08-01,Household spending - Percentage change from previous period,Transport,Victoria,Percent,Seasonally Adjusted,2.2
2012-08-01,Household spending,Alcoholic beverages and tobacco,Western Australia,$ Millions,Seasonally Adjusted,262.7
2012-08-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Western Australia,Percent,Seasonally Adjusted,0.0
2012-08-01,Household spending,Clothing and footwear,Western Australia,$ Millions,Seasonally Adjusted,282.1
2012-08-01,Household spending - Percentage change from previous period,Clothing and footwear,Western Australia,Percent,Seasonally Adjusted,0.7
2012-08-01,Household spending,Discretionary,Western Australia,$ Millions,Seasonally Adjusted,3112.8
2012-08-01,Household spending - Percentage change from previous period,Discretionary,Western Australia,Percent,Seasonally Adjusted,1.2
2012-08-01,Household spending,Food,Western Australia,$ Millions,Seasonally Adjusted,805.5
2012-08-01,Household spending - Percentage change from previous period,Food,Western Australia,Percent,Seasonally Adjusted,1.4
2012-08-01,Household spending,Furnishings and household equipment,Western Australia,$ Millions,Seasonally Adjusted,390.3
2012-08-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,0.0
2012-08-01,Household spending,Goods,Western Australia,$ Millions,Seasonally Adjusted,2892.3
2012-08-01,Household spending - Percentage change from previous period,Goods,Western Australia,Percent,Seasonally Adjusted,0.9
2012-08-01,Household spending,Health,Western Australia,$ Millions,Seasonally Adjusted,484.9
2012-08-01,Household spending - Percentage change from previous period,Health,Western Australia,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,"Hotels, cafes and restaurants",Western Australia,$ Millions,Seasonally Adjusted,584.8
2012-08-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,5.7
2012-08-01,Household spending,Miscellaneous goods and services,Western Australia,$ Millions,Seasonally Adjusted,439.3
2012-08-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,1.0
2012-08-01,Household spending,Non Discretionary,Western Australia,$ Millions,Seasonally Adjusted,1775.0
2012-08-01,Household spending - Percentage change from previous period,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,1.1
2012-08-01,Household spending,Recreation and culture,Western Australia,$ Millions,Seasonally Adjusted,739.8
2012-08-01,Household spending - Percentage change from previous period,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,-1.0
2012-08-01,Household spending,Services,Western Australia,$ Millions,Seasonally Adjusted,1995.5
2012-08-01,Household spending - Percentage change from previous period,Services,Western Australia,Percent,Seasonally Adjusted,1.6
2012-08-01,Household spending,Total (Household Spending Categories),Western Australia,$ Millions,Seasonally Adjusted,4887.8
2012-08-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,1.2
2012-08-01,Household spending,Transport,Western Australia,$ Millions,Seasonally Adjusted,898.4
2012-08-01,Household spending - Percentage change from previous period,Transport,Western Australia,Percent,Seasonally Adjusted,1.2
2012-09-01,Household spending,Alcoholic beverages and tobacco,Australia,$ Millions,Seasonally Adjusted,2581.5
2012-09-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,0.1
2012-09-01,Household spending,Clothing and footwear,Australia,$ Millions,Seasonally Adjusted,2522.6
2012-09-01,Household spending - Percentage change from previous period,Clothing and footwear,Australia,Percent,Seasonally Adjusted,-1.3
2012-09-01,Household spending,Discretionary,Australia,$ Millions,Seasonally Adjusted,28324.5
2012-09-01,Household spending - Percentage change from previous period,Discretionary,Australia,Percent,Seasonally Adjusted,-0.3
2012-09-01,Household spending,Food,Australia,$ Millions,Seasonally Adjusted,6781.1
2012-09-01,Household spending - Percentage change from previous period,Food,Australia,Percent,Seasonally Adjusted,0.3
2012-09-01,Household spending,Furnishings and household equipment,Australia,$ Millions,Seasonally Adjusted,3231.6
2012-09-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,-0.1
2012-09-01,Household spending,Goods,Australia,$ Millions,Seasonally Adjusted,25032.6
2012-09-01,Household spending - Percentage change from previous period,Goods,Australia,Percent,Seasonally Adjusted,-0.4
2012-09-01,Household spending,Health,Australia,$ Millions,Seasonally Adjusted,4262.7
2012-09-01,Household spending - Percentage change from previous period,Health,Australia,Percent,Seasonally Adjusted,1.2
